date,value
2017-01-31 00:00:00,228175.0
2017-02-01 00:00:00,227267.0
2017-02-02 00:00:00,220452.0
2017-02-03 00:00:00,193825.0
2017-02-04 00:00:00,92655.0
2017-02-05 00:00:00,84327.0
2017-02-06 00:00:00,203315.0
2017-02-07 00:00:00,229173.0
2017-02-08 00:00:00,216904.0
2017-02-09 00:00:00,223347.0
2017-02-10 00:00:00,198265.0
2017-02-11 00:00:00,106074.0
2017-02-12 00:00:00,92161.0
2017-02-13 00:00:00,199989.0
2017-02-14 00:00:00,231509.0
2017-02-15 00:00:00,223001.0
2017-02-16 00:00:00,233140.0
2017-02-17 00:00:00,208706.0
2017-02-18 00:00:00,103036.0
2017-02-19 00:00:00,93058.0
2017-02-20 00:00:00,151708.0
2017-02-21 00:00:00,229120.0
2017-02-22 00:00:00,243896.0
2017-02-23 00:00:00,243219.0
2017-02-24 00:00:00,233042.0
2017-02-25 00:00:00,109380.0
2017-02-26 00:00:00,95005.0
2017-02-27 00:00:00,222542.0
2017-02-28 00:00:00,240715.0
2017-03-01 00:00:00,243520.0
2017-03-02 00:00:00,233512.0
2017-03-03 00:00:00,210482.0
2017-03-04 00:00:00,106293.0
2017-03-05 00:00:00,97902.0
2017-03-06 00:00:00,222016.0
2017-03-07 00:00:00,240206.0
2017-03-08 00:00:00,234148.0
2017-03-09 00:00:00,224173.0
2017-03-10 00:00:00,221773.0
2017-03-11 00:00:00,106363.0
2017-03-12 00:00:00,99336.0
2017-03-13 00:00:00,222303.0
2017-03-14 00:00:00,240940.0
2017-03-15 00:00:00,232363.0
2017-03-16 00:00:00,231430.0
2017-03-17 00:00:00,225672.0
2017-03-18 00:00:00,102687.0
2017-03-19 00:00:00,104248.0
2017-03-20 00:00:00,238573.0
2017-03-21 00:00:00,236579.0
2017-03-22 00:00:00,233889.0
2017-03-23 00:00:00,237276.0
2017-03-24 00:00:00,227156.0
2017-03-25 00:00:00,120202.0
2017-03-26 00:00:00,103887.0
2017-03-27 00:00:00,237034.0
2017-03-28 00:00:00,224676.0
2017-03-29 00:00:00,243859.0
2017-03-30 00:00:00,228151.0
2017-03-31 00:00:00,224369.0
2017-04-01 00:00:00,117270.0
2017-04-02 00:00:00,108705.0
2017-04-03 00:00:00,245408.0
2017-04-04 00:00:00,242685.0
2017-04-05 00:00:00,246197.0
2017-04-06 00:00:00,237671.0
2017-04-07 00:00:00,231309.0
2017-04-08 00:00:00,116319.0
2017-04-09 00:00:00,112078.0
2017-04-10 00:00:00,236180.0
2017-04-11 00:00:00,245298.0
2017-04-12 00:00:00,247168.0
2017-04-13 00:00:00,238147.0
2017-04-14 00:00:00,212104.0
2017-04-15 00:00:00,118465.0
2017-04-16 00:00:00,105550.0
2017-04-17 00:00:00,231580.0
2017-04-18 00:00:00,249037.0
2017-04-19 00:00:00,247976.0
2017-04-20 00:00:00,262415.0
2017-04-21 00:00:00,233956.0
2017-04-22 00:00:00,120359.0
2017-04-23 00:00:00,112937.0
2017-04-24 00:00:00,265826.0
2017-04-25 00:00:00,268229.0
2017-04-26 00:00:00,274922.0
2017-04-27 00:00:00,264486.0
2017-04-28 00:00:00,247085.0
2017-04-29 00:00:00,114431.0
2017-04-30 00:00:00,120174.0
2017-05-01 00:00:00,263673.0
2017-05-02 00:00:00,306108.0
2017-05-03 00:00:00,291567.0
2017-05-04 00:00:00,288622.0
2017-05-05 00:00:00,270044.0
2017-05-06 00:00:00,128222.0
2017-05-07 00:00:00,122326.0
2017-05-08 00:00:00,287875.0
2017-05-09 00:00:00,291921.0
2017-05-10 00:00:00,312238.0
2017-05-11 00:00:00,302216.0
2017-05-12 00:00:00,274231.0
2017-05-13 00:00:00,134518.0
2017-05-14 00:00:00,148315.0
2017-05-15 00:00:00,333144.0
2017-05-16 00:00:00,324704.0
2017-05-17 00:00:00,317691.0
2017-05-18 00:00:00,307294.0
2017-05-19 00:00:00,299512.0
2017-05-20 00:00:00,147302.0
2017-05-21 00:00:00,148325.0
2017-05-22 00:00:00,321960.0
2017-05-23 00:00:00,346062.0
2017-05-24 00:00:00,334146.0
2017-05-25 00:00:00,335417.0
2017-05-26 00:00:00,297220.0
2017-05-27 00:00:00,146326.0
2017-05-28 00:00:00,143956.0
2017-05-29 00:00:00,198828.0
2017-05-30 00:00:00,326078.0
2017-05-31 00:00:00,360780.0
2017-06-01 00:00:00,349088.0
2017-06-02 00:00:00,319334.0
2017-06-03 00:00:00,159959.0
2017-06-04 00:00:00,167189.0
2017-06-05 00:00:00,348586.0
2017-06-06 00:00:00,372382.0
2017-06-07 00:00:00,359869.0
2017-06-08 00:00:00,360944.0
2017-06-09 00:00:00,328805.0
2017-06-10 00:00:00,163317.0
2017-06-11 00:00:00,164482.0
2017-06-12 00:00:00,358846.0
2017-06-13 00:00:00,392378.0
2017-06-14 00:00:00,378041.0
2017-06-15 00:00:00,394349.0
2017-06-16 00:00:00,356946.0
2017-06-17 00:00:00,176320.0
2017-06-18 00:00:00,177081.0
2017-06-19 00:00:00,383596.0
2017-06-20 00:00:00,386256.0
2017-06-21 00:00:00,399448.0
2017-06-22 00:00:00,388518.0
2017-06-23 00:00:00,352662.0
2017-06-24 00:00:00,194282.0
2017-06-25 00:00:00,196859.0
2017-06-26 00:00:00,379767.0
2017-06-27 00:00:00,412259.0
2017-06-28 00:00:00,402750.0
2017-06-29 00:00:00,381956.0
2017-06-30 00:00:00,357423.0
2017-07-01 00:00:00,190512.0
2017-07-02 00:00:00,186571.0
2017-07-03 00:00:00,277183.0
2017-07-04 00:00:00,254234.0
2017-07-05 00:00:00,369058.0
2017-07-06 00:00:00,385768.0
2017-07-07 00:00:00,355311.0
2017-07-08 00:00:00,187883.0
2017-07-09 00:00:00,190236.0
2017-07-10 00:00:00,385653.0
2017-07-11 00:00:00,410673.0
2017-07-12 00:00:00,394687.0
2017-07-13 00:00:00,392418.0
2017-07-14 00:00:00,377452.0
2017-07-15 00:00:00,208916.0
2017-07-16 00:00:00,198228.0
2017-07-17 00:00:00,408146.0
2017-07-18 00:00:00,423818.0
2017-07-19 00:00:00,401105.0
2017-07-20 00:00:00,394143.0
2017-07-21 00:00:00,362763.0
2017-07-22 00:00:00,202664.0
2017-07-23 00:00:00,198207.0
2017-07-24 00:00:00,411250.0
2017-07-25 00:00:00,423727.0
2017-07-26 00:00:00,437767.0
2017-07-27 00:00:00,415478.0
2017-07-28 00:00:00,386979.0
2017-07-29 00:00:00,207872.0
2017-07-30 00:00:00,207185.0
2017-07-31 00:00:00,438652.0
2017-08-01 00:00:00,443369.0
2017-08-02 00:00:00,445723.0
2017-08-03 00:00:00,415756.0
2017-08-04 00:00:00,377889.0
2017-08-05 00:00:00,216042.0
2017-08-06 00:00:00,215375.0
2017-08-07 00:00:00,399559.0
2017-08-08 00:00:00,430719.0
2017-08-09 00:00:00,434164.0
2017-08-10 00:00:00,427732.0
2017-08-11 00:00:00,377256.0
2017-08-12 00:00:00,217568.0
2017-08-13 00:00:00,219178.0
2017-08-14 00:00:00,430429.0
2017-08-15 00:00:00,430630.0
2017-08-16 00:00:00,465508.0
2017-08-17 00:00:00,459617.0
2017-08-18 00:00:00,394233.0
2017-08-19 00:00:00,225043.0
2017-08-20 00:00:00,229770.0
2017-08-21 00:00:00,426945.0
2017-08-22 00:00:00,442657.0
2017-08-23 00:00:00,437392.0
2017-08-24 00:00:00,453243.0
2017-08-25 00:00:00,414251.0
2017-08-26 00:00:00,225636.0
2017-08-27 00:00:00,230306.0
2017-08-28 00:00:00,433253.0
2017-08-29 00:00:00,461182.0
2017-08-30 00:00:00,467167.0
2017-08-31 00:00:00,472746.0
2017-09-01 00:00:00,404737.0
2017-09-02 00:00:00,236954.0
2017-09-03 00:00:00,228492.0
2017-09-04 00:00:00,297330.0
2017-09-05 00:00:00,445694.0
2017-09-06 00:00:00,468887.0
2017-09-07 00:00:00,456450.0
2017-09-08 00:00:00,398331.0
2017-09-09 00:00:00,243849.0
2017-09-10 00:00:00,241768.0
2017-09-11 00:00:00,473707.0
2017-09-12 00:00:00,464710.0
2017-09-13 00:00:00,496593.0
2017-09-14 00:00:00,477850.0
2017-09-15 00:00:00,448540.0
2017-09-16 00:00:00,265442.0
2017-09-17 00:00:00,258317.0
2017-09-18 00:00:00,500957.0
2017-09-19 00:00:00,517622.0
2017-09-20 00:00:00,484490.0
2017-09-21 00:00:00,470717.0
2017-09-22 00:00:00,428441.0
2017-09-23 00:00:00,244269.0
2017-09-24 00:00:00,245909.0
2017-09-25 00:00:00,472889.0
2017-09-26 00:00:00,484322.0
2017-09-27 00:00:00,498052.0
2017-09-28 00:00:00,474330.0
2017-09-29 00:00:00,448455.0
2017-09-30 00:00:00,252001.0
2017-10-01 00:00:00,264402.0
2017-10-02 00:00:00,483537.0
2017-10-03 00:00:00,495332.0
2017-10-04 00:00:00,476237.0
2017-10-05 00:00:00,471174.0
2017-10-06 00:00:00,441854.0
2017-10-07 00:00:00,248189.0
2017-10-08 00:00:00,251793.0
2017-10-09 00:00:00,451311.0
2017-10-10 00:00:00,490395.0
2017-10-11 00:00:00,493415.0
2017-10-12 00:00:00,488553.0
2017-10-13 00:00:00,450459.0
2017-10-14 00:00:00,268571.0
2017-10-15 00:00:00,254484.0
2017-10-16 00:00:00,501729.0
2017-10-17 00:00:00,526383.0
2017-10-18 00:00:00,466928.0
2017-10-19 00:00:00,484820.0
2017-10-20 00:00:00,441567.0
2017-10-21 00:00:00,256951.0
2017-10-22 00:00:00,259186.0
2017-10-23 00:00:00,493576.0
2017-10-24 00:00:00,516204.0
2017-10-25 00:00:00,513584.0
2017-10-26 00:00:00,491222.0
2017-10-27 00:00:00,465110.0
2017-10-28 00:00:00,271279.0
2017-10-29 00:00:00,266712.0
2017-10-30 00:00:00,513818.0
2017-10-31 00:00:00,523834.0
2017-11-01 00:00:00,523896.0
2017-11-02 00:00:00,496533.0
2017-11-03 00:00:00,478463.0
2017-11-04 00:00:00,241750.0
2017-11-05 00:00:00,266704.0
2017-11-06 00:00:00,491400.0
2017-11-07 00:00:00,546589.0
2017-11-08 00:00:00,534505.0
2017-11-09 00:00:00,533919.0
2017-11-10 00:00:00,480763.0
2017-11-11 00:00:00,281814.0
2017-11-12 00:00:00,272221.0
2017-11-13 00:00:00,518285.0
2017-11-14 00:00:00,533257.0
2017-11-15 00:00:00,536069.0
2017-11-16 00:00:00,528893.0
2017-11-17 00:00:00,504639.0
2017-11-18 00:00:00,277951.0
2017-11-19 00:00:00,283089.0
2017-11-20 00:00:00,517639.0
2017-11-21 00:00:00,507070.0
2017-11-22 00:00:00,449789.0
2017-11-23 00:00:00,320354.0
2017-11-24 00:00:00,297447.0
2017-11-25 00:00:00,257823.0
2017-11-26 00:00:00,262919.0
2017-11-27 00:00:00,493527.0
2017-11-28 00:00:00,529279.0
2017-11-29 00:00:00,551722.0
2017-11-30 00:00:00,557419.0
2017-12-01 00:00:00,504163.0
2017-12-02 00:00:00,287448.0
2017-12-03 00:00:00,267118.0
2017-12-04 00:00:00,534328.0
2017-12-05 00:00:00,557812.0
2017-12-06 00:00:00,524232.0
2017-12-07 00:00:00,537574.0
2017-12-08 00:00:00,495689.0
2017-12-09 00:00:00,276015.0
2017-12-10 00:00:00,261946.0
2017-12-11 00:00:00,509196.0
2017-12-12 00:00:00,531061.0
2017-12-13 00:00:00,546899.0
2017-12-14 00:00:00,496189.0
2017-12-15 00:00:00,467539.0
2017-12-16 00:00:00,274068.0
2017-12-17 00:00:00,251918.0
2017-12-18 00:00:00,485798.0
2017-12-19 00:00:00,507765.0
2017-12-20 00:00:00,471330.0
2017-12-21 00:00:00,440140.0
2017-12-22 00:00:00,372750.0
2017-12-23 00:00:00,245653.0
2017-12-24 00:00:00,238463.0
2017-12-25 00:00:00,254841.0
2017-12-26 00:00:00,302259.0
2017-12-27 00:00:00,346045.0
2017-12-28 00:00:00,338048.0
2017-12-29 00:00:00,312181.0
2017-12-30 00:00:00,249091.0
2017-12-31 00:00:00,250519.0
2018-01-01 00:00:00,261658.0
2018-01-02 00:00:00,431365.0
2018-01-03 00:00:00,483091.0
2018-01-04 00:00:00,484556.0
2018-01-05 00:00:00,457305.0
2018-01-06 00:00:00,270968.0
2018-01-07 00:00:00,259233.0
2018-01-08 00:00:00,462437.0
2018-01-09 00:00:00,525133.0
2018-01-10 00:00:00,524228.0
2018-01-11 00:00:00,507298.0
2018-01-12 00:00:00,488860.0
2018-01-13 00:00:00,275768.0
2018-01-14 00:00:00,260620.0
2018-01-15 00:00:00,385991.0
2018-01-16 00:00:00,525681.0
2018-01-17 00:00:00,553069.0
2018-01-18 00:00:00,544282.0
2018-01-19 00:00:00,519261.0
2018-01-20 00:00:00,284688.0
2018-01-21 00:00:00,281159.0
2018-01-22 00:00:00,565808.0
2018-01-23 00:00:00,592101.0
2018-01-24 00:00:00,581468.0
2018-01-25 00:00:00,587614.0
2018-01-26 00:00:00,517028.0
2018-01-27 00:00:00,286849.0
2018-01-28 00:00:00,278754.0
2018-01-29 00:00:00,554447.0
2018-01-30 00:00:00,585158.0
2018-01-31 00:00:00,585327.0
2018-02-01 00:00:00,581882.0
2018-02-02 00:00:00,529166.0
2018-02-03 00:00:00,297295.0
2018-02-04 00:00:00,278676.0
2018-02-05 00:00:00,518475.0
2018-02-06 00:00:00,573987.0
2018-02-07 00:00:00,571904.0
2018-02-08 00:00:00,573681.0
2018-02-09 00:00:00,548141.0
2018-02-10 00:00:00,297740.0
2018-02-11 00:00:00,284979.0
2018-02-12 00:00:00,538995.0
2018-02-13 00:00:00,576333.0
2018-02-14 00:00:00,569599.0
2018-02-15 00:00:00,560983.0
2018-02-16 00:00:00,534932.0
2018-02-17 00:00:00,292853.0
2018-02-18 00:00:00,273184.0
2018-02-19 00:00:00,418878.0
2018-02-20 00:00:00,548106.0
2018-02-21 00:00:00,610556.0
2018-02-22 00:00:00,582136.0
2018-02-23 00:00:00,328394.0
